title,perex,label
"Děkuju opavským hráčům, dobře to obsadili a musel jsem střílet, usmíval se premiérový střelec Hanousek","Do 131. zápasu v lize čekal sparťanský obránce Matěj Hanousek na první ligovou branku a i před svou premiérovou v Opavě při výhře 3:0 dlouho přemýšlel, že bude spíš přihrávat spoluhráčům. Po 25 minutách hry obral o balon na levé straně Petra Zapalače, postupoval až do vápna, kde se opřel do střely slabší pravou nohou a zamířil k protější tyči.",Reaction
Red carding Waratah Jed Holloway was rubbish rugby,"Shark prop Thomas du Toit’s blatant professional foul on Jed Holloway at Bankwest Stadium last night saw the Waratah lock on his way to an early shower. What? Du Toit grabbed Holloway’s jersey, illegally taking him out of the play, before Holloway, with his back to the Shark, swung his right arm to be released, […]",Reaction
"Spal, Semplici: &quot;Di Francesco con noi, ma non giocherà&quot;","Il tecnico alla vigilia della gara con l&#039;Udinese: &quot;E&#039; un momento particolare, la sconfitta con la Sampdoria è stata immeritata e non ci voleva. Formazione? Qualcuno è stanco ed ha giocato sempre, cercherò di mettere in campo la miglior squadra possibile&quot;",Reaction
Spalletti dopo Inter-Juventus: &quot;Rimarrei 100 anni ma l&#039;Inter è meglio che... &quot;,Luciano Spalletti analizza il pareggio per 1-1 tra la sua Inter e la Juventus a San Siro: &quot;Con un minimo spazio loro hanno raddrizzato la gara&quot;.,Reaction
"Надал: Има загуби, които могат да ми помогнат и тази е една от тях",11-кратният шампион Рафаел Надал (Испания) отпадна на полуфиналите на турнира по тенис на червени кортове в испанския град Барселона с награден фонд 2.61 ...,Reaction
Pochettino fears West Ham defeat has killed Tottenham&#039;s spirit,Pochettino has urged his weary stars to &#039;be strong&#039; but fears Saturday&#039;s 1-0 defeat by West Ham may have drained the spirit from Tottenham ahead of their Champions League semi-final.,Reaction
Rafa Benitez refuses to commit future to Newcastle after Brighton draw,KIERAN GILL AT AMEX STADIUM: Rafa Benitez says he will only stay in charge of Newcastle United if the club confirm in talks that they share the same vision as him.,Reaction
"Zklamaný Hašek: Pro Karvinou super, pro tři týmy blbý, řekl kouč Bohemians","Dvakrát to zopakoval: „Byli jsme třiadvacet minut od prostřední skupiny.“ Trenér Martin Hašek s Bohemians v posledním kole na Slovácku málem unikl hrozbě bojů o záchranu, nakonec ale „klokany“ neminou. Jdou však do nich s nejlepší výchozí pozicí z celé šestky „odpadlíků“ a kouče těší, že díky rozlosování odpadne náročné cestování.",Reaction
&quot;Veličanstven je. Jokić je budući član Kuće slavnih&quot;,"DENVER NUGGETSI plasirali su se u polufinale Zapadne konferencije nakon što su u odlučujućoj, sedmoj utakmici kod kuće svladali San Antonio Spurse 90:86.",Reaction
Pöltl nach Aus für Spurs: &quot;Es war nicht genug!&quot;,"Österreichs NBA-Legionär Jakob Pöltl beendet in Denver seine erste Saison bei den San Antonio Spurs.
&quot;In der ersten Hälfte ist nichts für uns gefallen, aber wir haben nie aufgegeben&quot;, kommentiert der 2,13-Meter große Wiener das entscheidende siebente Spiel der ersten Playoff-Runde bei den Denver Nuggets auf Facebook.
&quot;Schlussendlich war es einfach nicht genug, um in die nächste Runde der Playoffs einzuziehen&quot;, analysiert der 23-Jährige die verlorene Serie vor seinem Abschied in die Sommerpause.",Reaction
"&quot;Das Ding muss rein, dafür gibt es keine Entschuldigung&quot;",Borussia Mönchengladbach kommt immer mehr ins Rutschen. Mit dem 0:1 beim VfB Stuttgart sind die Fohlen an einem neuen Tiefpunkt angelangt. Nach toller Hinrunde und starkem Start 2019 scheinen die Borussen nun sogar einen Platz im internationalen Wettbewerb zu verspielen.,Reaction
Sheffield United boss Chris Wilder SOAKS Sky Sports presenter in promotion interview,SHEFFIELD UNITED manager Chris Wilder soaked a Sky Sports News presenter in beer following the Blades’ promotion to the Premier League.,Reaction
"Foot - L1 - Reims - Reims « satisfait de ramener un point » d&#039;Angers, assure David Guion",L&#039;entraîneur rémois a fait part de sa satisfaction tout en admettant...,Reaction
Skuffet Brøndby-træner: Bliver svært at nå bronzen,"Det dufter ikke af bronzemedaljer i Brøndby, efter at holdet søndag tabte med 0-1 til Esbjerg i Superligaen.
Nederlaget betyder, at holdet nu har seks point op til netop Esbjerg på tredjepladsen, og m…",Reaction
"Олег Шатов: Игра с «Крыльями» легко давалась, могли забивать",«Зенит» нанес поражение «Крыльям Советов».,Reaction
Foot - L1 - Saint-Étienne - Wahbi Khazri (Saint-Étienne) : «Aucune pression...»,"Avec sa victoire face à Toulouse ce dimanche (2-0), l&#039;AS...",Reaction
"Manchester City’s response to pressure is ‘overwhelming’, says Pep Guardiola","• Manager delighted with his side’s ability to handle setbacks• Win at Burnley puts City top with two games remainingPep Guardiola praised Manchester City’s “overwhelming” capacity to handle pressure after they overcame the challenge of Burnley to reassume leadership of the Premier League title race.Sergio Agüero’s second-half goal gave them a narrow win and while City could have won by more, they saw out the final stages with four centre-backs on the pitch as their opponents attempted an aerial bombardment. They escaped with few real scares and Guardiola was delighted with the way they have refocused after recent disappointment. Continue reading...",Reaction
Furious Zinedine Zidane blasts Real Madrid players for &#039;doing nothing&#039; in defeat to Rayo Vallecano,"Zidane said: &#039;I will always defend my players, but I cannot today. We cannot play like this. It is not just them, I am responsible too because I pick the team and prepare the game with the players.&#039;",Reaction
"Зинедин Зидан: «Всегда буду защищать своих игроков, но не сегодня. Так играть нельзя»",Главный тренер «Реала» Зинедин Зидан раскритиковал свою команду за игру в матче с «Райо Вальекано» (0:1).,Reaction
Murka Zidane karena Madrid Main Jelek Lawan Rayo,Real Madrid tak bertaji sehingga dikalahkan tim papan bawah Rayo Vallecano 0-1 di LaLiga. Pelatih Madrid Zinedine Zidane marah dengan penampilan timnya.,Reaction
"Serie A Torino, Mazzarri: «Espulsione? Evidentemente agli arbitri piace guardare me»","Il tecnico dopo il successo sul Milan: «Ero calmo e commentavo errori clamorosi con la mia panchina, invece mi ha allontanato. Ce l&#039;hanno con me? Giudicate voi. E&#039; stata una vittoria meritata contro una grande squadra, cresciamo ancora»",Reaction
Gattuso: «Sono io il primo responsabile. Perso le staffe dopo il rigore»,L&#039;allenatore del Milan ha parlato dopo la sconfitta sul campo del Torino: «Condannati da un episodio. Futuro? Legato ai risultati»,Reaction
"Ve finále jsme byli o ten chlup lepší i šťastnější. Jsem neskutečně dojatý a vážím si toho, uvedl zlatý Varaďa","Získal pro Třinec historicky druhý mistrovský titul. U prvního v roce 2011 byl Václav Varaďa jako hráč, nyní se s klubem radoval z pozice trenéra. Náročnou sezonu zakončili Oceláři ve finále proti Liberci v šestém utkání, které vyhráli 4:2, a stejným poměrem ovládli i závěrečnou sérii.",Reaction
Vrána uťal předlouhé čekání na zlato: Je to skvělé. Třinci děkoval za šanci,"Petr Vrána slaví první titul po těžké sezoně, v které do týmu Ocelářů ze Sparty. Po šesti prohraných finálových sériích si konečně sáhl na zlato.",Reaction
"Budu to kousat dlouho, místo reprezentace letím do Kanady, řekl poražený finalista Šmíd","Do České republiky se vrátil pro trofej, kterou se mu však za tři sezony nepovedlo vybojovat. Zklamání hokejového obránce Ladislava Šmída po porážce ve finále s Třincem je pochopitelné. Vyhánět frustraci z hlavy v reprezentačních zápasech nebude, kouči národního mužstva Miloši Říhovi se omluvil.",Reaction
Шампионката Квитова: Доволна съм от много неща в играта си на клей,"Шампионката от тенис турнира в Щутгарт Петра Квитова изрази задоволството си от спечелената титла, с която стана първата дама с повече от един триумф в ...",Reaction
Martić: Ne mogu vjerovati da sam uspjela. Ovo su mi najbolji dani u karijeri,"DUGO se mučila s ozljedama, a sada je stigla i prva titula.",Reaction
"Тийм: Невероятно е да съм шампион, защото победих много силни съперници","Шампионът в Барселона Доминик Тийм сподели колко невероятно е чувството да бъде вторият австриец след Томас Мюнстер, триумфирал в каталунската столица. По пътя ...",Reaction
Palát se zaskvěl sólem. Dvougóloví Hertl a Chytil živí formu a McDavid nadchl šesti body,"Formu jako hrom má v NHL útočník Tomáš Hertl. Skóroval v pátém utkání za sebou, když dvěma góly pomohl San Jose k výhře 5:3 na ledě Anaheimu a byl vyhlášen první hvězdou zápasu. Také Filipu Chytilovi se z osobního pohledu dařilo, jenže z týmového už méně. Dvěma zásahy ve třetí třetině jen zmírnil debakl New Yorku Rangers 3:9 na ledě Tampy Bay. Výhru domácích podpořil povedeným gólem Ondřej Palát.",Reaction
"Libe, Libe, Liberec! Nádherné gesto fans Třince, Tygrům běhal mráz po zádech","Finálová série mezi Bílými Tygry a Oceláři se nesla ve férovém duchu. Na ledě i na tribunách. Potvrdili to také třinečtí fanoušci, kteří při mistrovských oslavách sborově vyvolávali soupeře z Liberce.",Reaction
"Pešán: Tým se oklepává špatně, ale Třinec si titul zasloužil. Plán nemám","Třetí extraligové finále, druhé stříbro. Udělal, co mohl, ale tentokrát to nestačilo. Filip Pešán musel gratulovat Václavu Varaďovi. Uznal, že jeho protějšek odvedl skvělou práci. „Třinec byl o malý kousek lepší, vyhrál zaslouženě,“ pravil kouč Bílých Tygrů.",Reaction
"Nba, semifinali playoff: super Durant supera Bird e trascina Golden State. Bene Boston","In gara 1 delle semifinali a Ovest i Warriors campioni in carica piegano 104-100 gli Houston Rockets grazie ai 35 punti dell&#039;ala, che supera la leggenda nella classifica marcatori all-time di post season. Harden (35) critica l&#039;arbitraggio. A Est colpo a sorpresa dei Celtics (26...",Reaction
"Carolina se rozpadá. Místo Mrázka bojovník, co měl nádory na mozku","To byla forma, možná nejlepší v kariéře! Ale teď přišla pro Petra Mrázka stopka. Dočasná? Má po sezoně? To se zatím neví, během bojů o Stanley Cup se co se týče zranění mluví v hádankách a český brankář Caroliny teď s jedním laboruje. Z nedělního druhého utkání série proti NY Islanders odstoupil před polovinou, zbytek dochytal Curtis McElhinney a pomohl k výhře 2:1. Canes jsou ale v pořádných problémech, a to nejen kvůli Mrázkovi.",Reaction
Granit Xhaka insists Arsenal can still make top four but demands improvement,The Arsenal midfielder conceded a big chance to make a move on Chelsea and Manchester United in pursuit of Champions League qualification had been missed with the 3-0 defeat at Leicester.,Reaction
Granit Xhaka admits he can&#039;t understand one thing about Arsenal this season,ARSENAL were humbled by Leicester City on Sunday as their away day blues continued.,Reaction
Arsenal stort ineen: &#039;Verdienen het niet om over de topvier te praten&#039;,The Gunners zijn uit vorm en verloren vier van de laatste vijf competitiewedstrijden.,Reaction
Bayern Münchens Serge Gnabry schafft seltenes Kunststück: Zweistellig bei drei Vereinen,Serge Gnabry spielt beim FC Bayern München eine beeindruckende Saison. Gegen Nürnberg schoss er sein zehntes Saisontor und schafft dabei Seltenes.,Reaction
"Джентълменът Биелса: Просто върнахме гола, но всички видяха","Изключително силен отзвук получи действието на треньора на Лийдс Марсело Биелса, който нареди на играчите си безпрепятствено да допуснат гол в собствената си врата. Мениджърът реши да предприеме джентълменска постъпка, въпреки че неговия тим завърши 1:1 с Астън Вила в срещата от 45-ия кръг на Чемпиънш...",Reaction
FC Bayern München: &quot;Kleiner Arschtritt&quot; für die Bayern - Kovacs Titelrechnung,"Nürnberg (dpa) - Die neue Hochrechnung für den siebten Meistertitel am Stück hatten die auch im Saisonendspurt rätselhaften Bayern nach der vergeigten Vorentscheidung in Nürnberg ganz flott erstellt. &quot;Die Rechnung ist relativ einfach, dafür braucht man keine höhere Mathematik studiert zu haben. Wir",Reaction
"Hrubce poslala do brány kdysi doktorka, teď slaví titul. Je na čase zkusit zahraničí, hlásí","Jako dítě začínal Šimon Hrubec v útoku, ale kvůli častým nemocem mu hrozilo, že bude muset hokeje nechat. Pomohla mu až rada doktorky, která mu doporučila, ať si stoupne do branky. Poslechl a dobře udělal. Sedmadvacetiletý gólman v této sezoně pravidelně jezdil na reprezentační akce a Třinec dovedl k titulu.",Reaction
"Serie B, Brescia-Ascoli a Baroni. Verona-Livorno compito di Aureliano",Carpi-Cremonese affidata a Volpi. Rapuano fischierà Palermo-Spezia,Reaction
